TRAINNLLSTDDEVS:,CAWPE_alpha=15,CAWPE_alpha=14,CAWPE_alpha=13,CAWPE_alpha=12,CAWPE_alpha=11,CAWPE_alpha=10,CAWPE_alpha=9,CAWPE_alpha=8,CAWPE_alpha=7,CAWPE_alpha=6,CAWPE_alpha=5,CAWPE_alpha=4,CAWPE_alpha=3,CAWPE_alpha=2,CAWPE_alpha=1,CAWPE_eq,CAWPE_pb
plant-margin,0.058901720926984306,0.058347531813309,0.057801450219449324,0.05725844821324334,0.0567119554862519,0.056152513135843365,0.055565550395209135,0.05492924753774538,0.0542153352806748,0.053396548046505746,0.05246306338171891,0.051440534363579773,0.050377659633158066,0.049254578197144586,0.04783922724966767,0.04614045590540964,0.052841343322648164
plant-shape,0.10605655773388328,0.10128683933224153,0.09686014590700046,0.09282433504578896,0.08922768455043814,0.08611433638474232,0.08351751042091302,0.08145103971160242,0.07990147497865648,0.07882422183220525,0.07814670042838397,0.07777946436416237,0.07763435806221267,0.07765086578998434,0.07784452026790452,0.0784208988642301,0.06539101110791669
plant-texture,0.06261805020476678,0.06226913384382482,0.0619495509568381,0.06166617637295314,0.06142790912115984,0.0612433614040759,0.061116640676829696,0.06104375750498648,0.06101257407640033,0.061006498815315,0.06101133384107949,0.06102714582084536,0.061083557120431446,0.06125046220032984,0.061662977154537155,0.06272894824083577,0.06482302110920889
post-operative,0.08264104714076957,0.07980413312515616,0.07724518137690468,0.0749884331424201,0.07305894369367484,0.07148475564547087,0.07029949065677388,0.06954509579713328,0.0692744890142308,0.06955407195608201,0.07046660659214271,0.07211575703542039,0.07463442007225628,0.07819920920627779,0.08305202047769278,0.08952457520800519,0.35649345177568353
primary-tumor,0.18888005703120914,0.1778150921330719,0.16809453475013367,0.15979775211049016,0.15296009651626669,0.14755926912763642,0.14350791987642936,0.1406556348082219,0.138800529026058,0.13770742584360413,0.13712847239444415,0.13682466620012565,0.13659340192004324,0.13631760075631655,0.1360659994439841,0.1362853177781138,0.1882300993492501
ringnorm,0.015431320485359546,0.015119220046622018,0.014793083742526872,0.014447666786114113,0.014076754074964896,0.01367348596932947,0.013230962975237674,0.012743170906718343,0.012206225472595693,0.011619872568876626,0.01098910215313287,0.010325643852729476,0.00964900852191334,0.008986606424452922,0.008372302819113171,0.007842664127120692,0.006895702058194459
seeds,0.05425325217265927,0.05382115254188053,0.053384954486688785,0.052945760789393635,0.052504866766024935,0.05206379671411481,0.05162435262716313,0.05118867888769272,0.05075934723572178,0.050339466724741225,0.049932823429999794,0.04954405408499835,0.049178856216411056,0.04884423426270667,0.04854877609335664,0.04830294685604857,0.06640640304177187
semeion,0.03926768060843026,0.03913543817709007,0.039009187838308146,0.038890545094198856,0.03878190107540704,0.03868670312221193,0.038609770127430595,0.03855767906149636,0.03853929503226958,0.03856657225404094,0.03865584720557839,0.03883000546488737,0.039122138417207,0.03958153605369438,0.04028279953371143,0.04133787820155749,0.07901480841753937
soybean,0.04988697727682744,0.04977138651154426,0.04965717886884797,0.04954516954247864,0.04943637328854624,0.04933201323661481,0.04923352623777333,0.049142564368267895,0.049060992380851716,0.04899088111271674,0.048934497106333734,0.04889428895822316,0.048872871154493555,0.0488730063500148,0.04889758716810466,0.04894961861088209,0.07826620936313347
spambase,0.010984802989837627,0.011039741532108164,0.011098990450613487,0.011162716902670554,0.011231085943322196,0.01130425946737575,0.011382395110655058,0.011465645122240627,0.011554155220867992,0.011648063449832664,0.011747499045647512,0.011852581336292497,0.011963418685114545,0.012080107496299047,0.01220273129729425,0.012331359912658948,0.020950572578497608
spect,0.06469289807364215,0.06409477937017337,0.06362526105162951,0.06328360878969692,0.06306852014055764,0.06297814817673729,0.0630101304825895,0.06316162628944408,0.063429367042824,0.06380972765968775,0.06429882634445755,0.06489265951652265,0.06558727509449586,0.06637898261593506,0.06726459338567985,0.06824167899519636,0.06577196590639509
spectf,0.0731604985719494,0.07334236419372483,0.07357920877056595,0.07387595173037223,0.0742383194575263,0.07467302053516725,0.07518794115713617,0.07579235938005943,0.07649717736345263,0.07731517254434256,0.07826127186213691,0.07935285670562307,0.08061010764286533,0.08205639307706648,0.08371869000141666,0.08562799480003344,0.09695785954118465
statlog-australian-credit,0.013770222926257398,0.01388355282925631,0.014009921955506993,0.014152093061638404,0.014313302899550722,0.01449740017460761,0.014709079486583659,0.014954280370378568,0.015240860083206723,0.015579702743406948,0.015986493297630144,0.01648444755637158,0.01710830399948073,0.01790974399121185,0.018963926578703594,0.02037580077474709,0.0190114991137248
statlog-german-credit,0.02171618316709881,0.021741787292042503,0.02176838146888855,0.021796124601694156,0.021825418470225674,0.02185698409596488,0.02189195120766084,0.02193196242796074,0.021979293753310366,0.022036992508978344,0.022109032998350764,0.022200488238500637,0.022317713160882175,0.022468530184658688,0.02266240206843711,0.022910569776835792,0.023656299122843373
statlog-heart,0.0588798010554708,0.05882912355612205,0.05880187329070818,0.058802343307239366,0.05883550142690188,0.05890704926115625,0.05902347276257691,0.059192093054000625,0.0594211377675145,0.059719867376457,0.06009880632732727,0.060570142290256083,0.06114836370389561,0.06185119799659069,0.06270087831867184,0.06372569001327576,0.06597137881819705
statlog-image,0.01722697939061403,0.017156772428923314,0.01708310942372138,0.0170059331732717,0.01692520510287478,0.016840908366550267,0.016753051242290463,0.01666167083090617,0.01656683706492724,0.01646865702918067,0.016367279588266514,0.01626290030781109,0.01615576664572161,0.016046183376226087,0.015934518192787614,0.015821207415528508,0.015824020273074103
statlog-landsat,0.008867755564989028,0.008866212800919926,0.008867646999557572,0.00887213972193622,0.00887983254957965,0.008890919326424036,0.008905637899284757,0.008924261521385556,0.008947090088817907,0.008974441385098486,0.009006642512809852,0.009044021692056441,0.00908690060167274,0.009135587429520671,0.00919037078203111,0.00925151458012445,0.011772850574552941
statlog-shuttle,0.001208117533274072,0.0011220175437826317,0.0010252697922046438,9.187899275500976E-4,8.053698844323222E-4,6.918727737016048E-4,5.939019207670771E-4,5.422294646269163E-4,5.759138341696959E-4,7.081981856175749E-4,9.203905367597675E-4,0.0011918515137453892,0.0015110677936810485,0.0018728167857868733,0.0022749920988161,0.0027169193886800564,0.021011180698317165
statlog-vehicle,0.030166326554776978,0.029916462076986578,0.029725024728714685,0.029584304543298096,0.02948439594457831,0.029414071235873068,0.029362108082020638,0.029319007127307853,0.02927895470090394,0.029241801930401514,0.029214756053832475,0.029213429744304117,0.02926189779379776,0.02939150444700297,0.029638380629056126,0.03003996204511208,0.047097898972203005
steel-plates,0.036936198167752135,0.0369275084714849,0.03691315639680046,0.036892386765826304,0.036865082397770775,0.03683170919494082,0.03679325849332625,0.036751187724766037,0.036707360242672474,0.03666398501543608,0.036623556783555486,0.0365887972013596,0.0365625974360766,0.0365479626707891,0.03654795894854137,0.03656566279746845,0.03212130401597963
synthetic-control,0.015218334969985817,0.015110176868563946,0.014985476346503135,0.014843445026429971,0.014684170953782185,0.014509167659123141,0.014322173416855686,0.014130355053230487,0.01394626119806064,0.01379134105604218,0.013702914781857985,0.01374854703897749,0.01405445942229054,0.014853565143999627,0.016541166078942016,0.019687492300374563,0.05257014707953304
teaching,0.156591250665818,0.14438484323316197,0.1326801940137512,0.12182641603213565,0.11220057331028281,0.10415895151007433,0.09796193612945438,0.09369066802675509,0.09119729916607429,0.09012869992053191,0.0900212053638764,0.09041884526812075,0.09096456815143415,0.09144446654193357,0.09179215206862647,0.09206862789882357,0.08112629530649763
thyroid,0.0065106266428221,0.0066305272955969495,0.00675074764209645,0.006870933484841064,0.006990735041983737,0.0071098083766873025,0.007227816722677794,0.007344431715700513,0.007459334540138011,0.007572216999380322,0.007682782517755819,0.007790747081003216,0.007895840121440723,0.007997805353198413,0.008096401562143963,0.008191403354460865,0.018294056297843357
tic-tac-toe,0.011140115499897746,0.01119643680537519,0.01125397571137779,0.01131349204016684,0.01137603418489759,0.01144301237982979,0.011516283890212562,0.011598249439087356,0.011691958576840987,0.011801219366907156,0.011930704652252593,0.012086043411826558,0.012273881770696582,0.012501895013180683,0.012778730884733825,0.013113867254550887,0.021593937344799776
titanic,0.012700735036034846,0.012715198042036222,0.012730831414825726,0.012747644776710617,0.012765646331337496,0.012784842814480335,0.012805239449554948,0.012826839908158645,0.012849646275950609,0.012873659024113675,0.012898876986618658,0.012925297343452219,0.012952915609933866,0.01298172563220429,0.013011719588901826,0.013042887999022397,0.014099792139095468
trains,1.7104623841997022,1.710213809051615,1.7098816897381837,1.7094375619374675,1.708842813881749,1.708044576323935,1.7069695179494162,1.705514471878002,1.7035335509075522,1.7008275008443106,1.6971653710704828,1.6924300783251063,1.6870359742072942,1.6825279781576643,1.681346600081736,0.8710679869594948,7.098277075158011
twonorm,0.0056385980658192406,0.005628040109764965,0.005616872625143263,0.005605286464290073,0.005593600618111957,0.0055823264584163165,0.005572264314352351,0.005564646943753674,0.005561348843468094,0.005565183806115158,0.005580312674018704,0.005612773085441478,0.005671113903342986,0.005767058144370244,0.005916026222374013,0.0061372504833137114,0.0050263251569910685
vertebral-column-2clases,0.058454877072340206,0.0583464385979795,0.058242678995006715,0.058145200664073735,0.05805588457927177,0.057976901175319756,0.057910713867181496,0.05786007353825824,0.05782800250975598,0.05781776683995226,0.05783283630773824,0.05787683210417392,0.057953463063892895,0.05806645216874653,0.05821945598123262,0.05841598052785112,0.07052018318541085
vertebral-column-3clases,0.059761262434364026,0.05967513525275183,0.059615698137039305,0.059586807800890276,0.05959264650463383,0.059637691476193376,0.059726663099164155,0.059864448864471356,0.06005600166806701,0.060306213512608293,0.0606197690602726,0.061000987642281915,0.06145366687238714,0.06198094525547797,0.06258520415493386,0.06326803002239187,0.11345872349489801
wall-following,0.010738061774492788,0.010409626260679074,0.010062277206745247,0.009695035621975325,0.00930953012914219,0.008911315316110625,0.008511163317059828,0.008125871072786537,0.007777964459032654,0.0074938811096131154,0.007301163208352805,0.0072267156085969765,0.007298612229895451,0.00755083716653691,0.00802451551659966,0.008757597371614348,0.013130768948251085
waveform,0.008814444269439075,0.008821427319871254,0.008831744507995714,0.008846261406815074,0.008866082177256146,0.00889261388492764,0.008927649429878564,0.0089734757399461,0.009033016074765874,0.009110017385345342,0.009209294688793309,0.009337042539400134,0.009501216113537088,0.009711967706419968,0.009982095771450138,0.01032742393320081,0.009791584311529686
waveform-noise,0.012693992432896747,0.012613078811749825,0.012529337667637006,0.012442733699220162,0.012353225651044816,0.012260763686429525,0.012165290193104462,0.01206674959155561,0.011965117275114763,0.011860464927873264,0.011753089979738342,0.011643751514956922,0.011534073398861042,0.011427195477629768,0.011328768489203233,0.011248381390462952,0.01475054604830008
wine,0.048841528541078684,0.04851813092302908,0.048200975564476736,0.04789069346367904,0.04758815611055302,0.04729459151282428,0.04701174248429471,0.04674207925975721,0.04648908062151811,0.046257599320955,0.04605432778984964,0.04588837752104148,0.04577197785956193,0.04572128426567038,0.0457572588579269,0.045906544287817555,0.13386882297100067
wine-quality-red,0.029710014993415673,0.029764287733319433,0.02982195221080739,0.02988347702432288,0.029949593387239407,0.03002128231564102,0.0300997658478138,0.030186510402568426,0.030283253182190693,0.030392065619961797,0.030515471006285284,0.030656636144059817,0.03081965844099221,0.031009969117446096,0.03123486857557593,0.031504199268643195,0.024267692575961612
wine-quality-white,0.033986332446074526,0.02841388863743452,0.023789427587284438,0.020163477761380975,0.017558748402565966,0.01592585129913291,0.015109915865662373,0.014873701999271998,0.014969674070431996,0.015200809840776973,0.015439058075246898,0.015615677506353983,0.01570418980452761,0.01570558409969315,0.01563762034228919,0.015527438377604431,0.018448004149915414
yeast,0.03357709896263434,0.03355298631339861,0.0335352374172976,0.03352432264217369,0.033520802600502116,0.033525385438226786,0.03353901437523955,0.03356300079178672,0.033599224567416534,0.033650431141517376,0.03372066318517377,0.03381587218435254,0.033944758371385254,0.03411988066785571,0.03435905290152154,0.034686986864478984,0.03576730824734766
zoo,0.1364112775083136,0.13636576381273516,0.13631274099348367,0.13625102451362445,0.1361793566261761,0.1360964068588871,0.1360007735817085,0.1358909877211625,0.1357655203542026,0.13562279677857983,0.13546122069413408,0.1352792132657329,0.13507527292884344,0.1348480626111373,0.1345965312544773,0.1343200757311257,0.2809538859777586
